report_month,plant_name,parameter_name,unit,month_actual,ytd_actual
2025-05,BSL SMS-1,Average Blows (Per Day),Nos.,25.74,26.0
2026-04,BSL SMS-1,Average Blows (Per Day),Nos.,26.0,26.0
2026-05,BSL SMS-1,Average Blows (Per Day),Nos.,26.13,26.065
2024-10,BSL SMS-1,Hot Metal Consumption,Kg/TCS,1039.36,1039.36
2025-03,BSL SMS-1,Hot Metal Consumption,Kg/TCS,1008.64,1024.0
2025-04,BSL SMS-1,Hot Metal Consumption,Kg/TCS,1034.24,1034.24
2025-05,BSL SMS-1,Hot Metal Consumption,Kg/TCS,1013.76,1024.0
2026-04,BSL SMS-1,Hot Metal Consumption,Kg/TCS,1024.0,1024.0
2026-05,BSL SMS-1,Hot Metal Consumption,Kg/TCS,1029.12,1026.56
2024-10,BSL SMS-1,Oxygen Blowing,Nm³/TCS,53.592,53.592
2025-03,BSL SMS-1,Oxygen Blowing,Nm³/TCS,52.008,52.8
2025-04,BSL SMS-1,Oxygen Blowing,Nm³/TCS,53.328,53.328
2025-05,BSL SMS-1,Oxygen Blowing,Nm³/TCS,52.272,52.8
2026-04,BSL SMS-1,Oxygen Blowing,Nm³/TCS,52.8,52.8
2026-05,BSL SMS-1,Oxygen Blowing,Nm³/TCS,53.064,52.932
2024-10,BSL SMS-1,Scrap Consumption,Kg/TCS,92.365,92.365
2025-03,BSL SMS-1,Scrap Consumption,Kg/TCS,89.635,91.0
2025-04,BSL SMS-1,Scrap Consumption,Kg/TCS,91.91,91.91
2025-05,BSL SMS-1,Scrap Consumption,Kg/TCS,90.09,91.0
2026-04,BSL SMS-1,Scrap Consumption,Kg/TCS,91.0,91.0
2026-05,BSL SMS-1,Scrap Consumption,Kg/TCS,91.455,91.227
2024-10,BSL SMS-1,TMI,Kg/TCS,1131.725,1131.725
2025-03,BSL SMS-1,TMI,Kg/TCS,1098.275,1115.0
2025-04,BSL SMS-1,TMI,Kg/TCS,1126.15,1126.15
2025-05,BSL SMS-1,TMI,Kg/TCS,1103.85,1115.0
2026-04,BSL SMS-1,TMI,Kg/TCS,1115.0,1115.0
2026-05,BSL SMS-1,TMI,Kg/TCS,1120.575,1117.787
2024-10,BSL SMS-2,Average Blows (Per Day),Nos.,29.435,29.435
2025-03,BSL SMS-2,Average Blows (Per Day),Nos.,28.565,29.0
2025-04,BSL SMS-2,Average Blows (Per Day),Nos.,29.29,29.29
2025-05,BSL SMS-2,Average Blows (Per Day),Nos.,28.71,29.0
2026-04,BSL SMS-2,Average Blows (Per Day),Nos.,29.0,29.0
2026-05,BSL SMS-2,Average Blows (Per Day),Nos.,29.145,29.072
2024-10,BSL SMS-2,Average Heat Weight,T,280.14,280.14
2025-03,BSL SMS-2,Average Heat Weight,T,271.86,276.0
2025-04,BSL SMS-2,Average Heat Weight,T,278.76,278.76
2025-05,BSL SMS-2,Average Heat Weight,T,273.24,276.0
2026-04,BSL SMS-2,Average Heat Weight,T,276.0,276.0
2026-05,BSL SMS-2,Average Heat Weight,T,277.38,276.69
2024-10,BSL SMS-2,Hot Metal Consumption,Kg/TCS,1043.42,1043.42
2025-03,BSL SMS-2,Hot Metal Consumption,Kg/TCS,1012.58,1028.0
2025-04,BSL SMS-2,Hot Metal Consumption,Kg/TCS,1038.28,1038.28
2025-05,BSL SMS-2,Hot Metal Consumption,Kg/TCS,1017.72,1028.0
2026-04,BSL SMS-2,Hot Metal Consumption,Kg/TCS,1028.0,1028.0
2026-05,BSL SMS-2,Hot Metal Consumption,Kg/TCS,1033.14,1030.57
2024-10,BSL SMS-2,Scrap Consumption,Kg/TCS,78.155,78.155
2025-03,BSL SMS-2,Scrap Consumption,Kg/TCS,75.845,77.0
2025-04,BSL SMS-2,Scrap Consumption,Kg/TCS,77.77,77.77
2025-05,BSL SMS-2,Scrap Consumption,Kg/TCS,76.23,77.0
2026-04,BSL SMS-2,Scrap Consumption,Kg/TCS,77.0,77.0
2026-05,BSL SMS-2,Scrap Consumption,Kg/TCS,77.385,77.192
2024-10,BSL SMS-2,TMI,Kg/TCS,1121.575,1121.575
2025-03,BSL SMS-2,TMI,Kg/TCS,1088.425,1105.0
2025-04,BSL SMS-2,TMI,Kg/TCS,1116.05,1116.05
2025-05,BSL SMS-2,TMI,Kg/TCS,1093.95,1105.0
2026-04,BSL SMS-2,TMI,Kg/TCS,1105.0,1105.0
2026-05,BSL SMS-2,TMI,Kg/TCS,1110.525,1107.763
2024-10,BSP,BF Coke Yield,%,69.832,69.832
2025-03,BSP,BF Coke Yield,%,67.768,68.8
2025-04,BSP,BF Coke Yield,%,69.488,69.488
2025-05,BSP,BF Coke Yield,%,68.112,68.8
2026-04,BSP,BF Coke Yield,%,68.8,68.8
2026-05,BSP,BF Coke Yield,%,69.144,68.972
2023-03,BSP,BF Productivity,T/m³/day,,1.78
2024-03,BSP,BF Productivity,T/m³/day,,1.78
2024-10,BSP,BF Productivity,T/m³/day,2.02,2.02
2025-03,BSP,BF Productivity,T/m³/day,1.96,1.99
2025-04,BSP,BF Productivity,T/m³/day,2.01,2.01
2025-05,BSP,BF Productivity,T/m³/day,1.97,1.99
2026-04,BSP,BF Productivity,T/m³/day,1.99,1.99
2026-05,BSP,BF Productivity,T/m³/day,2.0,1.995
2024-03,BSP,CDI Rate,Kg/THM,,120.0
2024-10,BSP,CDI Rate,Kg/THM,131.95,131.95
2025-03,BSP,CDI Rate,Kg/THM,128.05,130.0
2025-04,BSP,CDI Rate,Kg/THM,131.3,131.3
2025-05,BSP,CDI Rate,Kg/THM,128.7,130.0
2026-04,BSP,CDI Rate,Kg/THM,130.0,130.0
2026-05,BSP,CDI Rate,Kg/THM,130.65,130.325
2024-10,BSP,Coal Tar Yield,Kg/TDC,29.638,29.638
2025-03,BSP,Coal Tar Yield,Kg/TDC,28.762,29.2
2025-04,BSP,Coal Tar Yield,Kg/TDC,29.492,29.492
2025-05,BSP,Coal Tar Yield,Kg/TDC,28.908,29.2
2026-04,BSP,Coal Tar Yield,Kg/TDC,29.2,29.2
2026-05,BSP,Coal Tar Yield,Kg/TDC,29.346,29.273
2024-10,BSP,Coal to Hot Metal,,0.962,0.962
2025-03,BSP,Coal to Hot Metal,,0.934,0.948
2025-04,BSP,Coal to Hot Metal,,0.957,0.957
2025-05,BSP,Coal to Hot Metal,,0.939,0.948
2026-04,BSP,Coal to Hot Metal,,0.948,0.948
2026-05,BSP,Coal to Hot Metal,,0.953,0.95
2023-03,BSP,Coke Rate,Kg/THM,448.0,448.0
2024-10,BSP,Coke Rate,Kg/THM,432.39,432.39
2025-03,BSP,Coke Rate,Kg/THM,419.61,426.0
2025-04,BSP,Coke Rate,Kg/THM,430.26,430.26
2025-05,BSP,Coke Rate,Kg/THM,421.74,426.0
2026-04,BSP,Coke Rate,Kg/THM,426.0,426.0
2026-05,BSP,Coke Rate,Kg/THM,428.13,427.065
2023-03,BSP,Fuel Rate,Kg/THM,,585.0
2024-03,BSP,Fuel Rate,Kg/THM,,585.0
2024-10,BSP,Fuel Rate,Kg/THM,573.475,573.475
2025-03,BSP,Fuel Rate,Kg/THM,556.525,565.0
2025-04,BSP,Fuel Rate,Kg/THM,570.65,570.65
2025-05,BSP,Fuel Rate,Kg/THM,559.35,565.0
2026-04,BSP,Fuel Rate,Kg/THM,565.0,565.0
2026-05,BSP,Fuel Rate,Kg/THM,567.825,566.413
2023-03,BSP,Nut Coke Rate,Kg/THM,,17.0
2024-03,BSP,Nut Coke Rate,Kg/THM,,17.0
2024-10,BSP,Nut Coke Rate,Kg/THM,19.285,19.285
2025-03,BSP,Nut Coke Rate,Kg/THM,18.715,19.0
2025-04,BSP,Nut Coke Rate,Kg/THM,19.19,19.19
2025-05,BSP,Nut Coke Rate,Kg/THM,18.81,19.0
2026-04,BSP,Nut Coke Rate,Kg/THM,19.0,19.0
2026-05,BSP,Nut Coke Rate,Kg/THM,19.095,19.047
2024-10,BSP,Pellet in Burden,%,16.24,16.24
2025-03,BSP,Pellet in Burden,%,15.76,16.0
2025-04,BSP,Pellet in Burden,%,16.16,16.16
2025-05,BSP,Pellet in Burden,%,15.84,16.0
2026-04,BSP,Pellet in Burden,%,16.0,16.0
2026-05,BSP,Pellet in Burden,%,16.08,16.04
2023-03,BSP,Sinter in Burden,%,,62.0
2024-03,BSP,Sinter in Burden,%,,62.0
2024-10,BSP,Sinter in Burden,%,64.96,64.96
2025-03,BSP,Sinter in Burden,%,63.04,64.0
2025-04,BSP,Sinter in Burden,%,64.64,64.64
2025-05,BSP,Sinter in Burden,%,63.36,64.0
2026-04,BSP,Sinter in Burden,%,64.0,64.0
2026-05,BSP,Sinter in Burden,%,64.32,64.16
2024-10,BSP,Sp. Heat Cons.,000 K.Cal/TDC,707.455,707.455
2025-03,BSP,Sp. Heat Cons.,000 K.Cal/TDC,686.545,697.0
2025-04,BSP,Sp. Heat Cons.,000 K.Cal/TDC,703.97,703.97
2025-05,BSP,Sp. Heat Cons.,000 K.Cal/TDC,690.03,697.0
2026-04,BSP,Sp. Heat Cons.,000 K.Cal/TDC,697.0,697.0
2026-05,BSP,Sp. Heat Cons.,000 K.Cal/TDC,700.485,698.743
2024-10,BSP,Specific Energy Consumption,G.Cal/TCS,6.181,6.181
2025-03,BSP,Specific Energy Consumption,G.Cal/TCS,5.999,6.09
2025-04,BSP,Specific Energy Consumption,G.Cal/TCS,6.151,6.151
2025-05,BSP,Specific Energy Consumption,G.Cal/TCS,6.029,6.09
2026-04,BSP,Specific Energy Consumption,G.Cal/TCS,6.09,6.09
2026-05,BSP,Specific Energy Consumption,G.Cal/TCS,6.12,6.105
2026-04,BSP BF-4,CDI,Kg/THM,89.72707635215598,89.72707635215598
2026-05,BSP BF-4,CDI,Kg/THM,102.02225298671999,96.11176196498701
2026-04,BSP BF-6,CDI,Kg/THM,90.28940146515161,90.28940146515161
2026-05,BSP BF-6,CDI,Kg/THM,101.6239190612675,95.73841153193895
2026-04,BSP BF-7,CDI,Kg/THM,103.55853415310202,103.55853415310202
2026-05,BSP BF-7,CDI,Kg/THM,104.99700545765886,104.25201909703866
2026-04,BSP BF-8,CDI,Kg/THM,135.01778389381545,135.01778389381545
2026-05,BSP BF-8,CDI,Kg/THM,134.0829781977642,134.52001915689124
2023-03,BSP Plant Shop,BF Coke Rate,Kg/THM,448.0,448.0
2024-03,BSP Plant Shop,BF Productivity,T/m³/day,,1.78
2023-03,BSP Plant Shop,CDI,Kg/THM,,120.0
2024-10,BSP Plant Shop,CDI,Kg/THM,121.8,121.8
2025-03,BSP Plant Shop,CDI,Kg/THM,118.2,120.0
2025-04,BSP Plant Shop,CDI,Kg/THM,121.2,121.2
2025-05,BSP Plant Shop,CDI,Kg/THM,118.8,120.0
2026-04,BSP Plant Shop,CDI,Kg/THM,113.23722938009261,113.23722938009261
2026-05,BSP Plant Shop,CDI,Kg/THM,118.07718437476152,115.7079142774344
2024-10,BSP Plant Shop,Coke Screen Loss,%,11.266,11.266
2025-03,BSP Plant Shop,Coke Screen Loss,%,10.933,11.099
2025-04,BSP Plant Shop,Coke Screen Loss,%,11.211,11.211
2025-05,BSP Plant Shop,Coke Screen Loss,%,10.989,11.1
2026-04,BSP Plant Shop,Coke Screen Loss,%,11.1,11.1
2026-05,BSP Plant Shop,Coke Screen Loss,%,11.155,11.127
2024-03,BSP Plant Shop,Fuel Rate,Kg/THM,,585.0
2026-04,BSP Plant Shop,Fuel Rate,Kg/THM,568.9520308381502,568.9520308381502
2026-05,BSP Plant Shop,Fuel Rate,Kg/THM,566.9128483654997,567.9110754276865
2026-04,BSP Plant Shop,LD Slag Usage,Kg/THM,0.0,0.0
2026-05,BSP Plant Shop,LD Slag Usage,Kg/THM,0.0,0.0
2026-04,BSP Plant Shop,Not Dry Cast,%,0.0,0.0
2026-05,BSP Plant Shop,Not Dry Cast,%,0.08620689655172414,0.04310344827586207
2024-03,BSP Plant Shop,Nut Coke Rate,Kg/THM,,17.0
2026-04,BSP Plant Shop,Pellet in Burden,%,14.851187136976016,14.851187136976016
2026-05,BSP Plant Shop,Pellet in Burden,%,16.81158521450648,15.838390493962065
2024-03,BSP Plant Shop,Sinter in Burden,%,,62.0
2026-04,BSP Plant Shop,Sp. Water Consumption,m³/TCS,232.82962401926514,232.82962401926514
2026-05,BSP Plant Shop,Sp. Water Consumption,m³/TCS,236.6632236876953,234.75898042778056
2024-10,BSP SMS-2,Average Blows (Per Day),Nos.,51.765,51.765
2025-03,BSP SMS-2,Average Blows (Per Day),Nos.,50.235,51.0
2025-04,BSP SMS-2,Average Blows (Per Day),Nos.,51.51,51.51
2025-05,BSP SMS-2,Average Blows (Per Day),Nos.,50.49,51.0
2026-04,BSP SMS-2,Average Blows (Per Day),Nos.,51.0,51.0
2026-05,BSP SMS-2,Average Blows (Per Day),Nos.,51.255,51.127
2024-10,BSP SMS-2,Average Heat Weight,T,121.8,121.8
2025-03,BSP SMS-2,Average Heat Weight,T,118.2,120.0
2025-04,BSP SMS-2,Average Heat Weight,T,121.2,121.2
2025-05,BSP SMS-2,Average Heat Weight,T,118.8,120.0
2026-04,BSP SMS-2,Average Heat Weight,T,120.0,120.0
2026-05,BSP SMS-2,Average Heat Weight,T,120.6,120.3
2024-10,BSP SMS-2,Hot Metal Consumption,Kg/TCS,1040.375,1040.375
2025-03,BSP SMS-2,Hot Metal Consumption,Kg/TCS,1009.625,1025.0
2025-04,BSP SMS-2,Hot Metal Consumption,Kg/TCS,1035.25,1035.25
2025-05,BSP SMS-2,Hot Metal Consumption,Kg/TCS,1014.75,1025.0
2026-04,BSP SMS-2,Hot Metal Consumption,Kg/TCS,1025.0,1025.0
2026-05,BSP SMS-2,Hot Metal Consumption,Kg/TCS,1030.125,1027.562
2024-10,BSP SMS-2,Oxygen Blowing,Nm³/TCS,71.557,71.557
2025-03,BSP SMS-2,Oxygen Blowing,Nm³/TCS,69.442,70.499
2025-04,BSP SMS-2,Oxygen Blowing,Nm³/TCS,71.205,71.205
2025-05,BSP SMS-2,Oxygen Blowing,Nm³/TCS,69.795,70.5
2026-04,BSP SMS-2,Oxygen Blowing,Nm³/TCS,70.5,70.5
2026-05,BSP SMS-2,Oxygen Blowing,Nm³/TCS,70.852,70.676
2024-10,BSP SMS-2,Scrap Consumption,Kg/TCS,81.2,81.2
2025-03,BSP SMS-2,Scrap Consumption,Kg/TCS,78.8,80.0
2025-04,BSP SMS-2,Scrap Consumption,Kg/TCS,80.8,80.8
2025-05,BSP SMS-2,Scrap Consumption,Kg/TCS,79.2,80.0
2026-04,BSP SMS-2,Scrap Consumption,Kg/TCS,80.0,80.0
2026-05,BSP SMS-2,Scrap Consumption,Kg/TCS,80.4,80.2
2024-10,BSP SMS-2,TMI,Kg/TCS,1121.575,1121.575
2025-03,BSP SMS-2,TMI,Kg/TCS,1088.425,1105.0
2025-04,BSP SMS-2,TMI,Kg/TCS,1116.05,1116.05
2025-05,BSP SMS-2,TMI,Kg/TCS,1093.95,1105.0
2026-04,BSP SMS-2,TMI,Kg/TCS,1105.0,1105.0
2026-05,BSP SMS-2,TMI,Kg/TCS,1110.525,1107.763
2024-10,BSP SMS-3,Average Blows (Per Day),Nos.,56.84,56.84
2025-03,BSP SMS-3,Average Blows (Per Day),Nos.,55.16,56.0
2025-04,BSP SMS-3,Average Blows (Per Day),Nos.,56.56,56.56
2025-05,BSP SMS-3,Average Blows (Per Day),Nos.,55.44,56.0
2026-04,BSP SMS-3,Average Blows (Per Day),Nos.,56.0,56.0
2026-05,BSP SMS-3,Average Blows (Per Day),Nos.,56.28,56.14
2024-10,BSP SMS-3,Average Heat Weight,T,170.52,170.52
2025-03,BSP SMS-3,Average Heat Weight,T,165.48,168.0
2025-04,BSP SMS-3,Average Heat Weight,T,169.68,169.68
2025-05,BSP SMS-3,Average Heat Weight,T,166.32,168.0
2026-04,BSP SMS-3,Average Heat Weight,T,168.0,168.0
2026-05,BSP SMS-3,Average Heat Weight,T,168.84,168.42
2024-10,BSP SMS-3,Hot Metal Consumption,Kg/TCS,1045.45,1045.45
2025-03,BSP SMS-3,Hot Metal Consumption,Kg/TCS,1014.55,1030.0
2025-04,BSP SMS-3,Hot Metal Consumption,Kg/TCS,1040.3,1040.3
2025-05,BSP SMS-3,Hot Metal Consumption,Kg/TCS,1019.7,1030.0
2026-04,BSP SMS-3,Hot Metal Consumption,Kg/TCS,1030.0,1030.0
2026-05,BSP SMS-3,Hot Metal Consumption,Kg/TCS,1035.15,1032.575
2024-10,BSP SMS-3,Scrap Consumption,Kg/TCS,69.02,69.02
2025-03,BSP SMS-3,Scrap Consumption,Kg/TCS,66.98,68.0
2025-04,BSP SMS-3,Scrap Consumption,Kg/TCS,68.68,68.68
2025-05,BSP SMS-3,Scrap Consumption,Kg/TCS,67.32,68.0
2026-04,BSP SMS-3,Scrap Consumption,Kg/TCS,68.0,68.0
2026-05,BSP SMS-3,Scrap Consumption,Kg/TCS,68.34,68.17
2024-10,BSP SMS-3,TMI,Kg/TCS,1115.485,1115.485
2025-03,BSP SMS-3,TMI,Kg/TCS,1082.515,1099.0
2025-04,BSP SMS-3,TMI,Kg/TCS,1109.99,1109.99
2025-05,BSP SMS-3,TMI,Kg/TCS,1088.01,1099.0
2026-04,BSP SMS-3,TMI,Kg/TCS,1099.0,1099.0
2026-05,BSP SMS-3,TMI,Kg/TCS,1104.495,1101.747
2024-10,DSP,BF Coke Yield,%,69.527,69.527
2025-03,DSP,BF Coke Yield,%,67.472,68.499
2025-04,DSP,BF Coke Yield,%,69.185,69.185
2025-05,DSP,BF Coke Yield,%,67.815,68.5
2026-04,DSP,BF Coke Yield,%,68.5,68.5
2026-05,DSP,BF Coke Yield,%,68.5,68.5
2023-03,DSP,BF Productivity,T/m³/day,,1.87
2024-03,DSP,BF Productivity,T/m³/day,,1.87
2024-10,DSP,BF Productivity,T/m³/day,1.786,1.786
2025-03,DSP,BF Productivity,T/m³/day,1.734,1.76
2025-04,DSP,BF Productivity,T/m³/day,1.778,1.778
2025-05,DSP,BF Productivity,T/m³/day,1.742,1.76
2026-04,DSP,BF Productivity,T/m³/day,1.76,1.76
2026-05,DSP,BF Productivity,T/m³/day,1.83,1.84
2024-10,DSP,BOF Slag Utilisation,%,176.61,176.61
2025-03,DSP,BOF Slag Utilisation,%,171.39,174.0
2025-04,DSP,BOF Slag Utilisation,%,175.74,175.74
2025-05,DSP,BOF Slag Utilisation,%,172.26,174.0
2026-04,DSP,BOF Slag Utilisation,%,174.0,174.0
2026-05,DSP,BOF Slag Utilisation,%,167.0,119.0
2024-10,DSP,CDI Rate,Kg/THM,79.17,79.17
2025-03,DSP,CDI Rate,Kg/THM,76.83,78.0
2025-04,DSP,CDI Rate,Kg/THM,78.78,78.78
2025-05,DSP,CDI Rate,Kg/THM,77.22,78.0
2026-04,DSP,CDI Rate,Kg/THM,78.0,78.0
2026-05,DSP,CDI Rate,Kg/THM,71.0,67.0
2024-10,DSP,Coal Tar Yield,Kg/TDC,31.059,31.059
2025-03,DSP,Coal Tar Yield,Kg/TDC,30.141,30.6
2025-04,DSP,Coal Tar Yield,Kg/TDC,30.906,30.906
2025-05,DSP,Coal Tar Yield,Kg/TDC,30.294,30.6
2026-04,DSP,Coal Tar Yield,Kg/TDC,30.6,30.6
2026-05,DSP,Coal Tar Yield,Kg/TDC,31.36,30.65
2024-10,DSP,Coal to Hot Metal,,1.001,1.001
2025-03,DSP,Coal to Hot Metal,,0.971,0.986
2025-04,DSP,Coal to Hot Metal,,0.996,0.996
2025-05,DSP,Coal to Hot Metal,,0.976,0.986
2026-04,DSP,Coal to Hot Metal,,0.986,0.986
2026-05,DSP,Coal to Hot Metal,,0.991,0.988
2023-03,DSP,Coke Rate,Kg/THM,456.0,457.0
2024-03,DSP,Coke Rate,Kg/THM,,4000.0
2024-10,DSP,Coke Rate,Kg/THM,480.095,480.095
2025-03,DSP,Coke Rate,Kg/THM,465.905,473.0
2025-04,DSP,Coke Rate,Kg/THM,477.73,477.73
2025-05,DSP,Coke Rate,Kg/THM,468.27,473.0
2026-04,DSP,Coke Rate,Kg/THM,473.0,473.0
2026-05,DSP,Coke Rate,Kg/THM,452.0,452.0
2023-03,DSP,Fuel Rate,Kg/THM,,538.0
2024-03,DSP,Fuel Rate,Kg/THM,,538.0
2024-10,DSP,Fuel Rate,Kg/THM,558.25,558.25
2025-03,DSP,Fuel Rate,Kg/THM,541.75,550.0
2025-04,DSP,Fuel Rate,Kg/THM,555.5,555.5
2025-05,DSP,Fuel Rate,Kg/THM,544.5,550.0
2026-04,DSP,Fuel Rate,Kg/THM,550.0,550.0
2026-05,DSP,Fuel Rate,Kg/THM,542.0,540.0
2023-03,DSP,Nut Coke Rate,Kg/THM,,23.0
2024-03,DSP,Nut Coke Rate,Kg/THM,,22.0
2024-10,DSP,Nut Coke Rate,Kg/THM,22.33,22.33
2025-03,DSP,Nut Coke Rate,Kg/THM,21.67,22.0
2025-04,DSP,Nut Coke Rate,Kg/THM,22.22,22.22
2025-05,DSP,Nut Coke Rate,Kg/THM,21.78,22.0
2026-04,DSP,Nut Coke Rate,Kg/THM,22.0,22.0
2026-05,DSP,Nut Coke Rate,Kg/THM,19.0,21.0
2024-10,DSP,Pellet in Burden,%,0.0,0.0
2025-03,DSP,Pellet in Burden,%,0.0,0.0
2025-04,DSP,Pellet in Burden,%,0.0,0.0
2025-05,DSP,Pellet in Burden,%,0.0,0.0
2026-04,DSP,Pellet in Burden,%,0.0,0.0
2026-05,DSP,Pellet in Burden,%,0.0,0.0
2023-03,DSP,Sinter in Burden,%,,69.0
2024-03,DSP,Sinter in Burden,%,,69.0
2024-10,DSP,Sinter in Burden,%,70.035,70.035
2025-03,DSP,Sinter in Burden,%,67.965,69.0
2025-04,DSP,Sinter in Burden,%,69.69,69.69
2025-05,DSP,Sinter in Burden,%,68.31,69.0
2026-04,DSP,Sinter in Burden,%,69.0,69.0
2026-05,DSP,Sinter in Burden,%,66.7,65.4
2024-10,DSP,Sp. Heat Cons.,000 K.Cal/TDC,651.63,651.63
2025-03,DSP,Sp. Heat Cons.,000 K.Cal/TDC,632.37,642.0
2025-04,DSP,Sp. Heat Cons.,000 K.Cal/TDC,648.42,648.42
2025-05,DSP,Sp. Heat Cons.,000 K.Cal/TDC,635.58,642.0
2026-04,DSP,Sp. Heat Cons.,000 K.Cal/TDC,642.0,642.0
2026-05,DSP,Sp. Heat Cons.,000 K.Cal/TDC,668.0,658.0
2024-10,DSP,Specific Energy Consumption,G.Cal/TCS,6.435,6.435
2025-03,DSP,Specific Energy Consumption,G.Cal/TCS,6.245,6.34
2025-04,DSP,Specific Energy Consumption,G.Cal/TCS,6.403,6.403
2025-05,DSP,Specific Energy Consumption,G.Cal/TCS,6.277,6.34
2026-04,DSP,Specific Energy Consumption,G.Cal/TCS,6.34,6.34
2026-05,DSP,Specific Energy Consumption,G.Cal/TCS,6.56,6.47
2024-10,DSP BF-2,CDI,Kg/THM,46.69,46.69
2025-03,DSP BF-2,CDI,Kg/THM,45.31,46.0
2025-04,DSP BF-2,CDI,Kg/THM,46.46,46.46
2025-05,DSP BF-2,CDI,Kg/THM,45.54,46.0
2026-04,DSP BF-2,CDI,Kg/THM,46.0,46.0
2026-05,DSP BF-2,CDI,Kg/THM,46.23,46.115
2024-10,DSP BF-3,CDI,Kg/THM,40.6,40.6
2025-03,DSP BF-3,CDI,Kg/THM,39.4,40.0
2025-04,DSP BF-3,CDI,Kg/THM,40.4,40.4
2025-05,DSP BF-3,CDI,Kg/THM,39.6,40.0
2026-04,DSP BF-3,CDI,Kg/THM,40.0,40.0
2026-05,DSP BF-3,CDI,Kg/THM,43.0,42.0
2024-10,DSP BF-4,CDI,Kg/THM,88.305,88.305
2025-03,DSP BF-4,CDI,Kg/THM,85.695,87.0
2025-04,DSP BF-4,CDI,Kg/THM,87.87,87.87
2025-05,DSP BF-4,CDI,Kg/THM,86.13,87.0
2026-04,DSP BF-4,CDI,Kg/THM,87.0,87.0
2026-05,DSP BF-4,CDI,Kg/THM,94.0,92.0
2023-03,DSP Plant Shop,BF Coke Rate,Kg/THM,456.0,457.0
2024-03,DSP Plant Shop,BF Productivity,T/m³/day,,1.87
2023-03,DSP Plant Shop,CDI,Kg/THM,,58.0
2024-10,DSP Plant Shop,CDI,Kg/THM,55.825,55.825
2025-03,DSP Plant Shop,CDI,Kg/THM,54.175,55.0
2025-04,DSP Plant Shop,CDI,Kg/THM,55.55,55.55
2025-05,DSP Plant Shop,CDI,Kg/THM,54.45,55.0
2026-04,DSP Plant Shop,CDI,Kg/THM,55.0,55.0
2026-05,DSP Plant Shop,CDI,Kg/THM,55.275,55.138
2024-10,DSP Plant Shop,Coke Screen Loss,%,12.18,12.18
2025-03,DSP Plant Shop,Coke Screen Loss,%,11.82,12.0
2025-04,DSP Plant Shop,Coke Screen Loss,%,12.12,12.12
2025-05,DSP Plant Shop,Coke Screen Loss,%,11.88,12.0
2026-04,DSP Plant Shop,Coke Screen Loss,%,12.0,12.0
2026-05,DSP Plant Shop,Coke Screen Loss,%,11.6,12.1
2024-03,DSP Plant Shop,Fuel Rate,Kg/THM,,538.0
2024-03,DSP Plant Shop,Nut Coke Rate,Kg/THM,,22.0
2024-03,DSP Plant Shop,Sinter in Burden,%,,69.0
2024-10,DSP SMS,Average Blows (Per Day),Nos.,50.75,50.75
2025-03,DSP SMS,Average Blows (Per Day),Nos.,49.25,50.0
2025-04,DSP SMS,Average Blows (Per Day),Nos.,50.5,50.5
2025-05,DSP SMS,Average Blows (Per Day),Nos.,49.5,50.0
2026-04,DSP SMS,Average Blows (Per Day),Nos.,50.0,50.0
2026-05,DSP SMS,Average Blows (Per Day),Nos.,50.25,50.125
2024-10,DSP SMS,Average Heat Weight,T,120.785,120.785
2025-03,DSP SMS,Average Heat Weight,T,117.215,119.0
2025-04,DSP SMS,Average Heat Weight,T,120.19,120.19
2025-05,DSP SMS,Average Heat Weight,T,117.81,119.0
2026-04,DSP SMS,Average Heat Weight,T,119.0,119.0
2026-05,DSP SMS,Average Heat Weight,T,119.595,119.297
2024-10,DSP SMS,Hot Metal Consumption,Kg/TCS,1055.6,1055.6
2025-03,DSP SMS,Hot Metal Consumption,Kg/TCS,1024.4,1040.0
2025-04,DSP SMS,Hot Metal Consumption,Kg/TCS,1050.4,1050.4
2025-05,DSP SMS,Hot Metal Consumption,Kg/TCS,1029.6,1040.0
2026-04,DSP SMS,Hot Metal Consumption,Kg/TCS,1040.0,1040.0
2026-05,DSP SMS,Hot Metal Consumption,Kg/TCS,1057.0,1053.0
2024-10,DSP SMS,Oxygen Blowing,Nm³/TCS,57.652,57.652
2025-03,DSP SMS,Oxygen Blowing,Nm³/TCS,55.948,56.8
2025-04,DSP SMS,Oxygen Blowing,Nm³/TCS,57.368,57.368
2025-05,DSP SMS,Oxygen Blowing,Nm³/TCS,56.232,56.8
2026-04,DSP SMS,Oxygen Blowing,Nm³/TCS,56.8,56.8
2026-05,DSP SMS,Oxygen Blowing,Nm³/TCS,57.084,56.942
2024-10,DSP SMS,Scrap Consumption,Kg/TCS,50.75,50.75
2025-03,DSP SMS,Scrap Consumption,Kg/TCS,49.25,50.0
2025-04,DSP SMS,Scrap Consumption,Kg/TCS,50.5,50.5
2025-05,DSP SMS,Scrap Consumption,Kg/TCS,49.5,50.0
2026-04,DSP SMS,Scrap Consumption,Kg/TCS,50.0,50.0
2026-05,DSP SMS,Scrap Consumption,Kg/TCS,43.0,47.0
2024-10,DSP SMS,TMI,Kg/TCS,1106.35,1106.35
2025-03,DSP SMS,TMI,Kg/TCS,1073.65,1090.0
2025-04,DSP SMS,TMI,Kg/TCS,1100.9,1100.9
2025-05,DSP SMS,TMI,Kg/TCS,1079.1,1090.0
2026-04,DSP SMS,TMI,Kg/TCS,1090.0,1090.0
